route,route_time,percentage_comp_stops,benefit,walking_distance,compulsory_stops,requests,used-nodes,unused_nodes,unserved_requests,served_requests,optional_stops_visited,total_used-travel_time,travel_distance,build_time,solve_time,optimality_gap,obj_val
187,13:47:00,0.2,1000,700,7,40,16,37,31,9,9,2284,12872.089,,5.1975250244140625e-05,,-3872.089
195,07:09:00,1,1000,700,23,49,23,31,39,10,0,2242,9212.719,,6.389617919921875e-05,,787.2810000000009
191,07:22:00,1,1000,700,14,34,15,14,21,13,1,1255,5095.854734896091,,3.719329833984375e-05,,7904.145265103909
196,09:57:30,0.4,1000,700,7,13,11,7,4,9,4,1383,7332.5689999999995,,2.3126602172851562e-05,,1667.4310000000005
195,13:21:00,1,1000,700,23,42,24,23,25,17,1,2302,9334.202999999998,,4.1961669921875e-05,,7665.797000000002
198,19:44:00,0,1000,700,2,23,6,11,14,9,4,0,3868.388,,2.8848648071289062e-05,,5131.612
185,15:27:00,0.4,1000,700,8,26,9,24,22,4,1,2021,7948.214,,3.4809112548828125e-05,,-3948.214
155,07:44:30,0.2,1000,700,3,46,9,30,38,8,6,1770,7257.973,,7.104873657226562e-05,,742.027
195,07:09:00,0,1000,700,2,49,8,42,44,5,6,0,10622.891,,7.081031799316406e-05,,-5622.891
198,10:24:30,1,1000,700,8,18,8,10,14,4,0,677,2855.712,,2.288818359375e-05,,1144.288
55,15:58:00,0.4,1000,700,10,71,20,37,54,17,10,3935.3292322834677,16896.313,,8.392333984375e-05,,103.68700000000172
198,10:24:30,0.2,1000,700,3,18,5,11,13,5,2,290,3117.174,,2.288818359375e-05,,1882.826
196,16:23:30,0.2,1000,700,4,28,10,13,15,13,6,1562,8298.163,,3.600120544433594e-05,,4701.8369999999995
193,08:16:30,0.4,1000,700,6,45,11,25,31,14,5,1271.6466088045781,5921.581,,5.602836608886719e-05,,8078.419
192,08:28:00,0.2,1000,700,3,33,8,23,22,11,5,1432,7980.318,,3.790855407714844e-05,,3019.682
198,19:44:00,1,1000,700,8,24,9,12,16,8,1,686,3464.248,,2.6941299438476562e-05,,4535.752
187,13:47:00,0.4,1000,700,13,38,20,29,24,14,7,2421.926091624904,12869.788,,4.601478576660156e-05,,1130.2119999999995
192,14:50:30,0.4,1000,700,7,53,9,35,44,9,2,1817,7252.593,,5.5789947509765625e-05,,1747.4070000000002
55,18:56:00,0,1000,700,2,58,13,41,47,11,11,0,22769.916999999994,,8.273124694824219e-05,,-11769.916999999994
55,18:56:00,0.4,1000,700,12,58,25,39,39,19,13,5020,21213.764000000003,,8.320808410644531e-05,,-2213.764000000003
195,07:09:00,0.4,1000,700,10,49,14,32,41,8,4,1280,8095.276000000001,,5.507469177246094e-05,,-95.27600000000075
55,18:56:00,1,1000,700,28,56,29,33,40,16,1,5020,19146.540000000005,,6.008148193359375e-05,,-3146.5400000000045
155,13:50:00,0.4,1000,700,7,32,11,20,23,9,4,1500,6534.037,,3.933906555175781e-05,,2465.9629999999997
196,16:23:30,0.4,1000,700,7,27,12,15,18,9,5,1562,7662.91,,3.62396240234375e-05,,1337.0900000000001
193,08:16:30,0.2,1000,700,3,43,8,23,31,12,5,1267.4412133142469,6316.365000000001,,4.792213439941406e-05,,5683.634999999999
192,08:28:00,0.4,1000,700,6,30,8,31,23,7,2,1444.1486220472398,8053.755999999999,,4.029273986816406e-05,,-1053.7559999999994
187,16:47:00,0,1000,700,2,43,7,47,39,4,5,0,14597.617000000002,,5.2928924560546875e-05,,-10597.617000000002
55,15:58:00,0.2,1000,700,5,71,16,41,56,15,11,3625,16821.083000000002,,7.510185241699219e-05,,-1821.0830000000024
155,07:44:30,0.4,1000,700,6,46,9,28,41,5,3,1770,7331.007000000001,,5.1021575927734375e-05,,-2331.0070000000014
185,15:27:00,0.2,1000,700,4,21,8,21,16,5,4,2021,7704.531,,3.600120544433594e-05,,-2704.531
191,13:41:30,1,1000,700,15,22,15,14,14,8,0,1342,5202.024684128705,,2.7179718017578125e-05,,2797.9753158712947
196,09:57:30,0.2,1000,700,4,15,9,11,8,7,5,1242,7368.170000000001,,2.384185791015625e-05,,-368.170000000001
187,16:47:00,1,1000,700,30,45,30,27,27,18,0,3289,12328.012,,5.078315734863281e-05,,5671.987999999999
155,07:44:30,0,1000,700,2,45,5,29,41,4,3,0,8301.624,,4.792213439941406e-05,,-4301.624
